id,name,match_key,other_printed_names,printed_name_variants,roles,documents,first_document,first_page,name_read_from_interleaved_layout,contracts_won,total_contract_value_taka,contracts_with_no_value_printed,first_award_date,last_award_date,tender_ids,procuring_entities,procuring_entity_count,agencies,districts,addresses_printed,tenderer_ids_printed,beneficial_owners_declared
co0031,WALTON HI-TECH INDUSTRIES PLC.,WALTON HI TECH INDUSTRIES PLC,,1,contract awarded,3,Contract_Awards_PDFs/Tender_1023053.pdf,1,,3,25091231.247,0,2025-02-04,2025-05-22,1023053;1058291;1058293,Uttara Apartment Project | Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Plot-1088,Block-I,Bashundhara R/A, P.O-Khilkhet, P.S- Vatara, Dhaka-1229",,0
co0032,M/S. Miaze Enterprise,MIAZE ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1023054.pdf,1,,1,2499992.21,0,2025-02-20,2025-02-20,1023054,Uttara Apartment Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Plot # 1,1/1 Naya Paltan Rupayan Taj, Office Suit-D1, Box Culvert Road, Dhaka-1000, Bangladesh.",,0
co0033,M/S. Amanat Enterprise,AMANAT ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1023333.pdf,1,,1,11731574.383,0,2025-03-19,2025-03-19,1023333,"Construction Division-1, Chattogram Development Authority",1,Chittagong Development Authority,Chattogram,"39, Urdu Road, Lalbag, Dhaka",,0
co0034,M/S M R Enterprise,M R ENTERPRISE,,1,contract awarded,4,Contract_Awards_PDFs/Tender_1024374.pdf,1,,4,4724103.897,0,2024-05-15,2024-12-18,1024374;1039767;976291;976770,Cox's Bazar Development Authority | CoxDA Master Plan,2,Cox's Bazar Development Authority,Cox's Bazar,"23/D, Puran Paltan Line, Dhaka, PO-1000",,0
co0035,PAVILLION BUILDERS,PAVILLION BUILDERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1024391.pdf,1,,1,1350000.001,0,2024-11-14,2024-11-14,1024391,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"LIGHT HOUSE ROAD ,KOLATOLI COXBAZAR",,0
co0036,Jahan Enterprise,JAHAN ENTERPRISE,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1024467.pdf,1,,2,2485820.946,0,2024-11-14,2024-12-04,1024467;1024943,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"115/A, Tejturibazar Choklane East Rajabazar. Dhaka 1215.",,0
co0037,Lucky Star,LUCKY STAR,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1024525.pdf,1,,1,481950.477,0,2024-11-20,2024-11-20,1024525,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"790/3-A,West Kajipara,Mirpur,Dhaka-1216,Bangladesh.",,0
co0038,M/S Kamol Trade International,KAMOL TRADE INTERNATIONAL,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1024787.pdf,1,,2,2325254.357,0,2024-11-18,2024-11-20,1024787;1024948,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Kader Shopping mall,10 hatkhola, Frist Floor Suit No:-F-11 Dhaka-1203",,0
co0039,Smart Technologies (BD) Ltd.,SMART TECHNOLOGIES BD LTD,,1,contract awarded,8,Contract_Awards_PDFs/Tender_1024807.pdf,1,,8,63642684.968,0,2018-06-05,2025-12-31,1024807;1185193;178196;564502;834339;837643;837644;975403,"Cox's Bazar Development Authority | Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka | CoxDA Master Plan",3,Cox's Bazar Development Authority | Rajdhani Unnayan Kartripakkha (RAJUK),Cox's Bazar;Dhaka,"Jahir Smart Tower, 205/1 and 205/1/A, West Kafrul, Begum Rokeya Sharani, Dhaka-1206, Bangladesh",1010312,2
co0040,md abu musa,MD ABU MUSA,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1028832.pdf,1,,1,8988920.1,0,2024-11-20,2024-11-20,1028832,Project Director (CDA Square),1,Chittagong Development Authority,Chattogram,"goshail danga, bohutola moshjid road, chittagong.",,0
co0041,M/S TANIN ENTERPRISE,TANIN ENTERPRISE,,1,contract awarded,9,Contract_Awards_PDFs/Tender_1030720.pdf,1,,9,22333382.964,0,2019-08-05,2024-12-11,1030720;316510;376450;622539;622586;828053;891746;936225;948435,Office of the Superintending Engineer (Electrical) | office of the Chief Engineer ( Project & Design),2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"150 MOTIJHEEL, NAHAR MANSION 3RD FLOOR, C/A DHAKA.",,0
co0042,Concept Elevators & Engineering Ltd.,CONCEPT ELEVATORS ENGINEERING LTD,,1,contract awarded,12,Contract_Awards_PDFs/Tender_1031714.pdf,1,,12,165362120.483,0,2021-08-09,2025-06-15,1031714;1062494;1082896;591591;592175;614373;637169;699109;737121;858747;888738;936248,"Office of the Superintending Engineer (Electrical) | Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka. | Uttara Apartment Project | Purbachal New Town Project",4,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Reg. Office: 656, Road-14, Baitul Aman Housing Society Adabor, Mohammadpur, Dhaka-1207",,0
co0043,MULTITRADE INTERNATIONAL,MULTITRADE INTERNATIONAL,,1,contract awarded,6,Contract_Awards_PDFs/Tender_1031800.pdf,1,,6,44936140.73,0,2023-02-27,2026-06-28,1031800;1207637;747343;887588;936227;938968,Office of the Superintending Engineer (Mechanical) | Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area | Office of the Superintending Engineer (Electrical),3,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"113/2/1 BCC ROAD, 1ST FLOOR, WARI, DHAKA-1203",1052936,1
co0044,S.A Enterprise,S A ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1037582.pdf,1,,1,4699837.507,0,2024-12-17,2024-12-17,1037582,Office of the Project Director (KDA Bus Terminal),1,Khulna Development Authority (KDA),Khulna,"1/1, Sabujbag, Charerhat Main Road, Khalishpur, Khulna.",,0
co0045,Sohel Engineering & Construction Ltd.,SOHEL ENGINEERING CONSTRUCTION LTD,,1,contract awarded,4,Contract_Awards_PDFs/Tender_1056195.pdf,1,,4,205000000.434,0,2018-05-03,2025-10-16,1056195;1109365;1134396;146449,Office of the Superintending Engineer (Mechanical) | office of the Chief Engineer ( Project & Design),2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Tropicana Tower (3rd Floor), 218 Shaheed Syed Nazrul Islam Saranee, Dhaka-1000",,4
co0046,"Convoy Service JV ( JVCA Partners [Business Share]: CONVOY SERVICE [49.000%] , Starlite Services Limited [51.000%] )",CONVOY SERVICE JV JVCA PARTNERS BUSINESS SHARE CONVOY SERVICE 49 000 STARLITE SERVICES LIMITED 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1060380.pdf,1,,1,68007492.722,0,2025-08-17,2025-08-17,1060380,Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"ABC Skyrise Tower, Level 2 Shahjalal Avenue, Sector No. 04, Uttara, Dhaka-1230, Bangladesh.",,0
co0047,"KSBL-TSE JOINT VENTURE ( JVCA Partners [Business Share]: Khan and Sons (Bangladesh) Limited [51.000%] , T.S Enterprise [49.000%] )",KSBL TSE JOINT VENTURE JVCA PARTNERS BUSINESS SHARE KHAN AND SONS BANGLADESH LIMITED 51 000 T S ENTERPRISE 49 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1060890.pdf,1,,1,18177929.928,0,2025-03-27,2025-03-27,1060890,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Al-Khalif Trust Tower (1st Floor), 92, Arambag, Motijheel C/A, Dhaka-1000.00",,0
co0048,"TCEL TE JV ( JVCA Partners [Business Share]: THE CIVIL ENGINEERS LIMITED [50.000%] , M/S TAJEEM ENTERPRISE [50.000%] )",TCEL TE JV JVCA PARTNERS BUSINESS SHARE THE CIVIL ENGINEERS LIMITED 50 000 M S TAJEEM ENTERPRISE 50 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1060895.pdf,1,,1,111101507.721,0,2025-03-18,2025-03-18,1060895,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"197, Dr. Kudrat-e-khuda Road(Judge Goli), Elephant Road, Dhaka-1205, Bangladesh",,0
co0049,AK- Amin Development Co. Limited,AK AMIN DEVELOPMENT CO LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1069561.pdf,1,,1,35630010.783,0,2025-03-18,2025-03-18,1069561,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Mir Mahbub Tower, 304, Sheikh Mujib Road, Dewanhat, Double Muring, Chattogram, PO : 4100, Bangladesh",,0
co0050,"M/s. SS & MT (JV) ( JVCA Partners [Business Share]: Monir Engineering And Construction Ltd. [49.000%] , M/S. Sharif & Sons [51.000%] )",SS MT JV JVCA PARTNERS BUSINESS SHARE MONIR ENGINEERING AND CONSTRUCTION LTD 49 000 M S SHARIF SONS 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1069562.pdf,1,,1,42619653.995,0,2025-03-18,2025-03-18,1069562,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"61, Bijoy Nagar, Eastern Arzoo, Suit No: 11/08, Dhaka-1000.",,0
co0051,"SSL- CONVOY JV ( JVCA Partners [Business Share]: CONVOY SERVICE [49.000%] , Starlite Services Limited [51.000%] )",SSL CONVOY JV JVCA PARTNERS BUSINESS SHARE CONVOY SERVICE 49 000 STARLITE SERVICES LIMITED 51 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1069564.pdf,1,,1,77163422.058,0,2025-03-16,2025-03-16,1069564,Purbachal New Town Project,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"ABC Skyrise Tower, Level 2 Shahjalal Avenue, Sector No. 04, Uttara, Dhaka-1230, Bangladesh.",,0
co0052,Intimacy Computer & Solutions,INTIMACY COMPUTER SOLUTIONS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1072723.pdf,1,,1,2323957.303,0,2025-06-22,2025-06-22,1072723,Office of the Assistant Programmer,1,Khulna Development Authority (KDA),Khulna,"28/C-3 Toyenbee Circular Road (1st Floor), Motijheel C/A, Dhaka",,0
co0053,M/S Sunny Construction,SUNNY CONSTRUCTION,,1,contract awarded,11,Contract_Awards_PDFs/Tender_1074002.pdf,1,,11,93602411.71,0,2021-04-29,2025-12-30,1074002;1146506;1147755;517916;536846;616294;685885;775518;948446;980099;984794,Office of the Superintending Engineer (Electrical) | Purbachal New Town Project | Uttara Apartment Project,3,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"58/Cha/1,Tejturi Bazar Chak,West Razabazar,Dhaka-1215",,0
co0054,NATIONAL DEVELOPMENT ENGINEERS LTD.,NATIONAL DEVELOPMENT ENGINEERS LTD,,1,contract awarded,3,Contract_Awards_PDFs/Tender_1074661.pdf,1,,3,1031477789.141,0,2020-10-08,2025-05-24,1074661;448324;597090,Office of the Superintending Engineer (Electrical) | Cox's Bazar Development Authority | Uttara Apartment Project,3,Rajdhani Unnayan Kartripakkha (RAJUK) | Cox's Bazar Development Authority,Dhaka;Cox's Bazar,"House No. # 22, Road # 04, Block - C, Banani, Dhaka-1213",,0
co0055,Rangs Limited,RANGS LIMITED,,1,contract awarded,4,Contract_Awards_PDFs/Tender_1076521.pdf,1,,4,19979000.006,0,2019-06-11,2025-04-15,1076521;317767;688763;688794,Office of Exen (Maintenance) | Office of Planning Officer,2,Khulna Development Authority (KDA),Khulna,"215, Bir Uttam Mir Shawkat Sarak, Tejgaon I/A, Dhaka-1208",,0
co0056,Otobi Limited,OTOBI LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1077063.pdf,1,,1,1370110.118,0,2025-09-02,2025-09-02,1077063,Office of the Superintending Engineer (Mechanical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"OTOBI Limited, OTOBI Centre (3rd Floor), Plot-12, Block CWS(C) Gulshan South Avenue, Gulshan-1, Dhaka-1212",,0
co0057,DAFFODIL ELECTRIC COMPANY LIMITED,DAFFODIL ELECTRIC COMPANY LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1083479.pdf,1,,1,403200.072,0,2025-08-24,2025-08-24,1083479,Office of the Superintending Engineer (Electrical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Kazi Tower, Flat 6B, 86, Inner Circular VIP Road Naya Paltan, Dhaka-1000.",,0
co0058,TD Trading,TD TRADING,,1,contract awarded,1,Contract_Awards_PDFs/Tender_108836.pdf,1,,1,35818234.168,0,2017-08-23,2017-08-23,108836,Project Director (Muradpur Flyover),1,Chittagong Development Authority,Chittagong,"233/450 Ramna Market, Electrict Lane, Hotel Unique, Reazuddin Bazar, Chittagong",,0
co0059,The United Construction Co.,THE UNITED CONSTRUCTION CO,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1094618.pdf,1,,2,988176301.556,0,2018-12-04,2025-04-20,1094618;209736,Uttara Apartment Project | Office of the Chief Engineer (Implementation),2,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House # 300/1, South Monipur, Mirpur, Dhaka 1216.",,0
co0060,Evergreen Printing press,EVERGREEN PRINTING PRESS,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1096839.pdf,1,,2,7024176.705,0,2024-02-12,2025-09-21,1096839;882632,Director (Admin),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"2/3 Mohini Mohon Das Lane Shambazar,Dhaka-1100",,0
co0061,ENOVA COMMUNICATIONS,ENOVA COMMUNICATIONS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1096909.pdf,1,,1,2249250,0,2025-09-21,2025-09-21,1096909,Director (Admin),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"71, Fakirapool, Motijheel, Dhaka-1000",,0
co0062,The Engineers & Architects Limited,THE ENGINEERS ARCHITECTS LIMITED,,1,contract awarded,2,Contract_Awards_PDFs/Tender_110297.pdf,1,,2,787786007.679,0,2017-11-16,2020-02-03,110297;383988,Project Director (Saltgola) | Office of the Chairman,2,Chittagong Development Authority | Rajshahi Development Authority,Chittagong;Rajshahi,"10 Toyenbee Circular Road, Motijheel C/A, Dhaka.",,0
co0063,Md Rafiqul Islam.,MD RAFIQUL ISLAM,,1,contract awarded,1,Contract_Awards_PDFs/Tender_111480.pdf,1,,1,3560581.224,0,2017-09-19,2017-09-19,111480,"Office of the Executive Engineer, LGED, Satkhira",1,Local Government Engineering Department (LGED),Satkhira,"Situlpur, Kaligonj, Satkhira.",,0
co0064,KHAN BROTHERS ENERGY CONSORTIUM,KHAN BROTHERS ENERGY CONSORTIUM,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1117569.pdf,1,,1,8969879.463,0,2025-07-28,2025-07-28,1117569,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"11/A,Main Road-3,Plot-10,Pallabi; Pallabi PS; Dhaka-1216; Bangladesh (Present Address: 63/4, Panthanivas - 2, Lake Circus Kalabagan, Panthapath, Dhaka - 1205)",,0
co0065,M/S Modhumati Construction,MODHUMATI CONSTRUCTION,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1119438.pdf,1,,2,708670.115,0,2024-04-02,2025-06-19,1119438;950811,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"East Karulia, Munshirbil, Karulia, Coxs Bazar",,0
co0066,Abdul Monem Ltd,ABDUL MONEM LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_112012.pdf,1,,1,899353315.989,0,2017-12-31,2017-12-31,112012,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"Monem Business District, 111, Bir Uttam C.R. Datta Road (Sonargaon Road), Dhaka - 1205",,0
co0067,S.A.K. ENTERPRISE,S A K ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1121584.pdf,1,,1,1351952.357,0,2025-06-19,2025-06-19,1121584,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Advocate MD. Ali Market (1st Floor) Main Road, Kalordokan, Cox's Bazar Pourashava",,0
co0068,M/S. Haroon & Brothers,HAROON BROTHERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1128572.pdf,1,,1,1875002.607,0,2025-07-30,2025-07-30,1128572,"Project Director(M.Uddin), Chittagong Development Authority",1,Chittagong Development Authority,Chattogram,16 north nalapara,,0
co0069,GUARD FORCE SERVICES & HUMAN RESOURCE,GUARD FORCE SERVICES HUMAN RESOURCE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_113428.pdf,1,,1,4581878.13,0,2017-11-21,2017-11-21,113428,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"House # 79, Road # 9A, Dhanmondi R/A, Dhaka-1209.",,0
co0070,TECHNO SOLUTION,TECHNO SOLUTION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1135936.pdf,1,,1,4522500,0,2025-11-05,2025-11-05,1135936,Office of the Superintending Engineer (Electrical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"KA-11/9,Bashundhara Road,Dhaka-1229",,0
co0071,M/S MEHNUR TRADERS,MEHNUR TRADERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1138415.pdf,1,,1,1461741.579,0,2026-05-12,2026-05-12,1138415,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"East Bamonsur, Ati,Keranigonj,Dhaka.",1070119,1
co0072,M/S. Mehezabin Enterprise,MEHEZABIN ENTERPRISE,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1140010.pdf,1,,2,7013879.1,0,2025-12-17,2025-12-17,1140010;1140011,Office of the Superintending Engineer (Mechanical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,20/21/B Gonoktuli Lane Hazaribagh Dhaka-1205,,0
co0073,Mechanism Trade & Engineering Ltd.,MECHANISM TRADE ENGINEERING LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1140112.pdf,1,,1,4499844.64,0,2025-11-17,2025-11-17,1140112,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"House#21. Level-7, Sonargaon Janapath Road, Sector#07, Uttara",,0
co0074,M/S Gazi Construction,GAZI CONSTRUCTION,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1140113.pdf,1,,2,3583510.554,0,2024-04-09,2025-11-17,1140113;960601,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"Holding-34, Bokhtiarbad, Sopura, Boalia, Rajshahi-6203",,0
co0075,M/S HOSSAIN ENTERPRISE,HOSSAIN ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1142188.pdf,1,,1,12771417.6,0,2025-11-17,2025-11-17,1142188,Office of the Chairman,1,Rajshahi Development Authority,Rajshahi,"House No. 180, Ramchandrapur, Ghoramara, Boalia, Rajshahi.",,0
co0076,M/S. R S A TRADE INTERNATIONAL,R S A TRADE INTERNATIONAL,,1,contract awarded,1,Contract_Awards_PDFs/Tender_114570.pdf,1,,1,4197894.516,0,2017-10-08,2017-10-08,114570,Project Director (MehedibagSQ),1,Chittagong Development Authority,Chittagong,"62, Alkoron Road, Kotwali, Chittagong",,0
co0077,Optimal Technology (Pvt. ) Ltd.,OPTIMAL TECHNOLOGY PVT LTD,,1,contract awarded,5,Contract_Awards_PDFs/Tender_1146509.pdf,1,,5,118582844.719,0,2020-05-10,2026-01-11,1146509;427350;549299;549431;936176,"Office of the Superintending Engineer (Electrical) | Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka | Cox's Bazar Development Authority",3,Rajdhani Unnayan Kartripakkha (RAJUK) | Cox's Bazar Development Authority,Dhaka;Cox's Bazar,"186, Shahid Sayed Nazrul Islam Soroni & 40, Bijoy Nagar, Ally's Center,Dhaka-1000.Bangladesh",,7
co0078,M/S Misbah Enterprise,MISBAH ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1150077.pdf,1,,1,801203.845,0,2025-10-29,2025-10-29,1150077,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Mosjit Road, Tekpara, Coxs Bazar Pourashava, Coxs Bazar",,0
co0079,Charm Limited,CHARM LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1152584.pdf,1,,1,10645125.197,0,2025-10-13,2025-10-13,1152584,"Office of the Project Director, CoxDA Residential Flat Project-1",1,Cox's Bazar Development Authority,Cox's Bazar,"194 Bangabandhu Road, Samabay Market, Narayanganj",,0
co0080,M/S. Prominent Engineers,PROMINENT ENGINEERS,,1,contract awarded,3,Contract_Awards_PDFs/Tender_1152766.pdf,1,,3,45720075.99,0,2025-10-13,2026-04-24,1152766;1157085;1163081,"Office of the Project Director, CoxDA Residential Flat Project-1 | Cox's Bazar Development Authority | CoxDA Master Plan",3,Cox's Bazar Development Authority,Cox's Bazar,"Sabbir Tower, Holding No. 3/4-A (6th floor), Purana Paltan, Dhaka-1000.",1084044,2
co0081,Bangla Trac Limited,BANGLA TRAC LIMITED,,1,contract awarded,5,Contract_Awards_PDFs/Tender_1163187.pdf,1,,5,82119466.004,0,2019-03-10,2025-12-07,1163187;276338;418364;461085;461209,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"House No #68, Block # H, Road # 11, Banani, Dhaka-1213",1017753,3
co0082,M/S Molla & Brothers,MOLLA BROTHERS,,1,contract awarded,12,Contract_Awards_PDFs/Tender_1172974.pdf,1,,12,8951304.9,0,2025-11-25,2026-06-11,1172974;1173101;1173102;1183822;1184463;1184466;1199127;1207915;1211856;1258384;1272190;1273100,Cox's Bazar Development Authority | CoxDA Master Plan,2,Cox's Bazar Development Authority,Cox's Bazar,"2/5-1, East Ahmed nagar, Mirpur-1, Dhaka-1216",1157678,12
co0083,M/S Building Construction Consultant (BCC),BUILDING CONSTRUCTION CONSULTANT BCC,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1178437.pdf,1,,1,263425,0,2026-01-27,2026-01-27,1178437,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Morshed Market (1st Floor) Rajgonj, Comilla",1005954,1
co0084,FUJITECH,FUJITECH,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1183753.pdf,1,,1,284997.15,0,2025-12-30,2025-12-30,1183753,Cox's Bazar Development Authority,1,Cox's Bazar Development Authority,Cox's Bazar,"Aziz Market (1st Floor), Atorar Dipo,",1133065,1
co0085,"NIAZ-NOONA-KTA JV ( JVCA Partners [Business Share]: KHOKAN TRADING AGENCY [0.000%] , Noona Traders [0.000%] , M/S. Niaz Traders [0.000%] )",NIAZ NOONA KTA JV JVCA PARTNERS BUSINESS SHARE KHOKAN TRADING AGENCY 0 000 NOONA TRADERS 0 000 M S NIAZ TRADERS 0 000,,1,contract awarded,1,Contract_Awards_PDFs/Tender_119326.pdf,1,,1,135895849.382,0,2017-12-05,2017-12-05,119326,Office of the Chief Engineer (Implementation),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"154, Motijheel C/A, Motijheel Mosque Building (2nd Floor), Room No.301~303, Dhaka-1000",,0
co0086,Chanderima Refrigeration,CHANDERIMA REFRIGERATION,,1,contract awarded,1,Contract_Awards_PDFs/Tender_119636.pdf,1,,1,1380218.4,0,2018-01-24,2018-01-24,119636,office of the Chief Engineer ( Project & Design),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"100/A Bashir Uddin Road, Kalabagan Dhanmondi, Dhaka-1205",,0
co0087,Furniture Concept & Interior Ltd.,FURNITURE CONCEPT INTERIOR LTD,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1205116.pdf,1,,1,3600650,0,2026-04-26,2026-04-26,1205116,Office of the Superintending Engineer (Mechanical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"170, Ahammed Shorony Road, Satarkul Uttar Para, Badda, Dhaka-1212, Phone-029886908, Cell-01711805052, Cell- 01321169973",1047082,2
co0088,M/S. Bangladesh Computer Land,BANGLADESH COMPUTER LAND,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1205153.pdf,1,,2,2192292,0,2022-10-16,2026-04-21,1205153;706666,Office of the Superintending Engineer (Electrical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"44/3, Tejtury Bazer Chalk, Sher-e-Bangla Nagor, Dhaka.",1034557,1
co0089,MAAN BANGLADESH LTD.,MAAN BANGLADESH LTD,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1205154.pdf,1,,2,3508533.587,0,2020-06-23,2026-04-21,1205154;459665,Office of the Superintending Engineer (Electrical) | Office of the Executive Engineer (Works),2,Rajdhani Unnayan Kartripakkha (RAJUK) | Khulna Development Authority (KDA),Dhaka;Khulna,"Chandrashila Suvastu Tower (15th Floor), 69/1, Panthapath, Dhaka-1205",1013628,1
co0090,Hazi Traders,HAZI TRADERS,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1205157.pdf,1,,1,5177345,0,2026-04-21,2026-04-21,1205157,Office of the Superintending Engineer (Electrical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"28/G/1, Toynobee Circular Road, Gause Pak Bhaban, Motijheel C/A, Dhaka-1000.",1025524,1
co0091,SUNTECH ENERGY LTD.,SUNTECH ENERGY LTD,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1207634.pdf,1,,2,81442482.125,0,2026-06-28,2026-06-28,1207634;1207635,Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"68/4, Green Road- 2nd floor, Dhaka",1075279,2
co0092,HTMS Limited,HTMS LIMITED,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1207636.pdf,1,,1,41493488.3,0,2026-06-28,2026-06-28,1207636,Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area,1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Park Heights, Level-7, Plot # 02, Road # 09, Dhanmondi, Dhaka-1205",1038088,2
co0093,Cooltech Corporation,COOLTECH CORPORATION,,1,contract awarded,2,Contract_Awards_PDFs/Tender_1215675.pdf,1,,2,77862261.266,0,2024-01-16,2026-05-12,1215675;918775,Office of the Superintending Engineer (Electrical) | Superintending Engineer-2,2,Rajdhani Unnayan Kartripakkha (RAJUK) | Chittagong Development Authority,Dhaka;Chattogram,"29 MM Ali Road, Lalkhan Bazar, Chattogram, Bangladesh",1043656,1
co0094,AAYAT ENTERPRISE,AAYAT ENTERPRISE,,1,contract awarded,1,Contract_Awards_PDFs/Tender_1215677.pdf,1,,1,1739831.102,0,2026-05-12,2026-05-12,1215677,Office of the Superintending Engineer (Electrical),1,Rajdhani Unnayan Kartripakkha (RAJUK),Dhaka,"Roghunathpur, Shealkole, Sirajganj, Bangladesh.",1163340,1
