tender_id,source_file,award_template,counts_printed,documents_sold,bids_received,bids_responsive,bids_awarded,bought_but_did_not_bid,received_but_not_responsive,responsive_but_not_awarded,winner,winner_id,contract_value_taka,single_bid_received,single_bid_responsive,all_received_were_responsive,bidder_level_data_available,bidder_level_note,count_anomaly
1002854,Contract_Awards_PDFs/Tender_1002854.pdf,supplier,yes,2,1,1,1,1,0,0,PROPERTY DEVELOPMENT LIMITED,co0010,1703786.4,yes,yes,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1003623,Contract_Awards_PDFs/Tender_1003623.pdf,supplier,yes,3,3,3,1,0,0,2,Gess Bangladesh,co0011,98995747.688,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
100483,Contract_Awards_PDFs/Tender_100483.pdf,supplier,yes,4,4,4,1,0,0,3,M/S. Raquib & Brothers,co0012,53515977.894,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1007300,Contract_Awards_PDFs/Tender_1007300.pdf,supplier,yes,15,12,9,1,3,3,8,HAIDER & CO.,co0013,25463336.391,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1008472,Contract_Awards_PDFs/Tender_1008472.pdf,supplier,yes,5,5,2,1,0,3,1,T.S Enterprise,co0014,5262343.2,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1008542,Contract_Awards_PDFs/Tender_1008542.pdf,supplier,yes,14,10,3,1,4,7,2,CONVOY SERVICE,co0015,12005364.51,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1008543,Contract_Awards_PDFs/Tender_1008543.pdf,supplier,yes,15,15,4,1,0,11,3,M/S. A. R. Enterprise,co0016,26924826.217,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1008544,Contract_Awards_PDFs/Tender_1008544.pdf,supplier,yes,15,13,5,1,2,8,4,M/S. Sharif & Sons,co0017,33055372.458,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1008545,Contract_Awards_PDFs/Tender_1008545.pdf,supplier,yes,10,9,3,1,1,6,2,Aliza Enterprise,co0005,12899794.769,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1008546,Contract_Awards_PDFs/Tender_1008546.pdf,supplier,yes,7,6,2,1,1,4,1,M/s Mithila Enterprise,co0018,6253553.025,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1008547,Contract_Awards_PDFs/Tender_1008547.pdf,supplier,yes,15,12,4,1,3,8,3,HAIDER & CO.,co0013,19700193.771,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1008548,Contract_Awards_PDFs/Tender_1008548.pdf,supplier,yes,12,10,3,1,2,7,2,Starlite Services Limited,co0019,27870506.235,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1009276,Contract_Awards_PDFs/Tender_1009276.pdf,supplier,yes,8,8,8,1,0,0,7,M.A. COMPUTER,co0020,591311.129,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1010247,Contract_Awards_PDFs/Tender_1010247.pdf,supplier,yes,6,3,3,1,3,0,2,NURJAHAN ENTERPRISE,co0021,1111999.96,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
101083,Contract_Awards_PDFs/Tender_101083.pdf,supplier,yes,5,3,2,1,2,1,1,M/S. Mohshin & Brothers,co0022,3963689.307,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1011370,Contract_Awards_PDFs/Tender_1011370.pdf,supplier,yes,11,10,6,1,1,4,5,M/S Udayan Builders,co0023,39498314.463,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1013009,Contract_Awards_PDFs/Tender_1013009.pdf,supplier,yes,6,6,4,1,0,2,3,M/S. ROKEYA TRADERS,co0024,1220698.956,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1013268,Contract_Awards_PDFs/Tender_1013268.pdf,supplier,yes,6,5,2,1,1,3,1,M/S. A. R. Enterprise,co0016,23590501.218,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1013270,Contract_Awards_PDFs/Tender_1013270.pdf,supplier,yes,9,6,3,1,3,3,2,M/s Shafique and Sons,co0025,25720105.086,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1014738,Contract_Awards_PDFs/Tender_1014738.pdf,supplier,yes,6,4,1,1,2,3,0,M/S Raj Development Construction,co0026,6008902.2,no,yes,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1016323,Contract_Awards_PDFs/Tender_1016323.pdf,supplier,yes,4,3,3,1,1,0,2,Sumon Enterprise,co0027,3596400,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1016492,Contract_Awards_PDFs/Tender_1016492.pdf,supplier,yes,1,1,1,1,0,0,0,Nahar Construction,co0028,75010.025,yes,yes,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1016870,Contract_Awards_PDFs/Tender_1016870.pdf,supplier,yes,1,1,1,1,0,0,0,Nahar Construction,co0028,170008.102,yes,yes,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1023051,Contract_Awards_PDFs/Tender_1023051.pdf,supplier,yes,7,6,6,1,1,0,5,The Continantal Builders,co0029,5380000,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1023052,Contract_Awards_PDFs/Tender_1023052.pdf,supplier,yes,10,9,9,1,1,0,8,Speed Engineers & Technology.,co0030,10448400.407,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1023053,Contract_Awards_PDFs/Tender_1023053.pdf,supplier,yes,6,5,5,1,1,0,4,WALTON HI-TECH INDUSTRIES PLC.,co0031,5389730.275,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1023054,Contract_Awards_PDFs/Tender_1023054.pdf,supplier,yes,7,5,5,1,2,0,4,M/S. Miaze Enterprise,co0032,2499992.21,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1023057,Contract_Awards_PDFs/Tender_1023057.pdf,supplier,yes,14,14,14,1,0,0,13,T.S Enterprise,co0014,622304.036,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1023060,Contract_Awards_PDFs/Tender_1023060.pdf,supplier,yes,13,9,9,1,4,0,8,Gess Bangladesh,co0011,4371342.068,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1023061,Contract_Awards_PDFs/Tender_1023061.pdf,supplier,yes,14,12,12,1,2,0,11,T.S Enterprise,co0014,1978340.549,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1023333,Contract_Awards_PDFs/Tender_1023333.pdf,supplier,yes,2,2,1,1,0,1,0,M/S. Amanat Enterprise,co0033,11731574.383,no,yes,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024374,Contract_Awards_PDFs/Tender_1024374.pdf,supplier,yes,3,3,3,1,0,0,2,M/S M R Enterprise,co0034,865887.789,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024391,Contract_Awards_PDFs/Tender_1024391.pdf,supplier,yes,4,4,3,1,0,1,2,PAVILLION BUILDERS,co0035,1350000.001,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024467,Contract_Awards_PDFs/Tender_1024467.pdf,supplier,yes,3,3,2,1,0,1,1,Jahan Enterprise,co0036,784699.145,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024517,Contract_Awards_PDFs/Tender_1024517.pdf,supplier,yes,2,2,2,1,0,0,1,Nahar Construction,co0028,994560.567,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024525,Contract_Awards_PDFs/Tender_1024525.pdf,supplier,yes,3,3,3,1,0,0,2,Lucky Star,co0037,481950.477,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024787,Contract_Awards_PDFs/Tender_1024787.pdf,supplier,yes,2,2,1,1,0,1,0,M/S Kamol Trade International,co0038,889500.456,no,yes,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024807,Contract_Awards_PDFs/Tender_1024807.pdf,supplier,yes,8,5,2,1,3,3,1,Smart Technologies (BD) Ltd.,co0039,3442695.162,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024943,Contract_Awards_PDFs/Tender_1024943.pdf,supplier,yes,4,4,2,1,0,2,1,Jahan Enterprise,co0036,1701121.801,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1024948,Contract_Awards_PDFs/Tender_1024948.pdf,supplier,yes,7,5,3,1,2,2,2,M/S Kamol Trade International,co0038,1435753.901,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1028832,Contract_Awards_PDFs/Tender_1028832.pdf,supplier,yes,10,7,4,1,3,3,3,md abu musa,co0040,8988920.1,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1030720,Contract_Awards_PDFs/Tender_1030720.pdf,supplier,yes,2,1,1,1,1,0,0,M/S TANIN ENTERPRISE,co0041,2538953.352,yes,yes,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1031714,Contract_Awards_PDFs/Tender_1031714.pdf,supplier,yes,5,5,5,1,0,0,4,Concept Elevators & Engineering Ltd.,co0042,2899000.176,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1031800,Contract_Awards_PDFs/Tender_1031800.pdf,supplier,yes,3,2,2,1,1,0,1,MULTITRADE INTERNATIONAL,co0043,4473000.001,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1035179,Contract_Awards_PDFs/Tender_1035179.pdf,supplier,yes,14,12,11,1,2,1,10,M/S. Niaz Traders,co0001,41746974.102,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1037582,Contract_Awards_PDFs/Tender_1037582.pdf,supplier,yes,1,1,1,1,0,0,0,S.A Enterprise,co0044,4699837.507,yes,yes,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1039767,Contract_Awards_PDFs/Tender_1039767.pdf,supplier,yes,2,2,2,1,0,0,1,M/S M R Enterprise,co0034,1043000,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1044320,Contract_Awards_PDFs/Tender_1044320.pdf,supplier,yes,7,5,2,1,2,3,1,M/S. Niaz Traders,co0001,33437797.407,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1056195,Contract_Awards_PDFs/Tender_1056195.pdf,supplier,yes,4,4,3,1,0,1,2,Sohel Engineering & Construction Ltd.,co0045,5100000.001,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1058290,Contract_Awards_PDFs/Tender_1058290.pdf,supplier,yes,17,16,16,1,1,0,15,Gess Bangladesh,co0011,7049879.781,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1058291,Contract_Awards_PDFs/Tender_1058291.pdf,supplier,yes,5,5,5,1,0,0,4,WALTON HI-TECH INDUSTRIES PLC.,co0031,13354000.588,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1058292,Contract_Awards_PDFs/Tender_1058292.pdf,supplier,yes,15,13,13,1,2,0,12,Gess Bangladesh,co0011,6592144.975,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1058293,Contract_Awards_PDFs/Tender_1058293.pdf,supplier,yes,7,5,5,1,2,0,4,WALTON HI-TECH INDUSTRIES PLC.,co0031,6347500.384,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1059690,Contract_Awards_PDFs/Tender_1059690.pdf,supplier,yes,6,6,1,1,0,5,0,T.S Enterprise,co0014,696150.009,no,yes,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1060379,Contract_Awards_PDFs/Tender_1060379.pdf,supplier,yes,13,8,7,1,5,1,6,Starlite Services Limited,co0019,118272231.79,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1060380,Contract_Awards_PDFs/Tender_1060380.pdf,supplier,yes,5,5,5,1,0,0,4,"Convoy Service JV ( JVCA Partners [Business Share]: CONVOY SERVICE [49.000%] , Starlite Services Limited [51.000%] )",co0046,68007492.722,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1060890,Contract_Awards_PDFs/Tender_1060890.pdf,supplier,yes,11,10,10,1,1,0,9,"KSBL-TSE JOINT VENTURE ( JVCA Partners [Business Share]: Khan and Sons (Bangladesh) Limited [51.000%] , T.S Enterprise [49.000%] )",co0047,18177929.928,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1060891,Contract_Awards_PDFs/Tender_1060891.pdf,supplier,yes,5,5,5,1,0,0,4,M/s Shafique and Sons,co0025,88468397.136,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1060895,Contract_Awards_PDFs/Tender_1060895.pdf,supplier,yes,8,8,6,1,0,2,5,"TCEL TE JV ( JVCA Partners [Business Share]: THE CIVIL ENGINEERS LIMITED [50.000%] , M/S TAJEEM ENTERPRISE [50.000%] )",co0048,111101507.721,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1062494,Contract_Awards_PDFs/Tender_1062494.pdf,supplier,yes,2,2,2,1,0,0,1,Concept Elevators & Engineering Ltd.,co0042,27499998.838,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1069558,Contract_Awards_PDFs/Tender_1069558.pdf,supplier,yes,8,8,8,1,0,0,7,M/S. A. R. Enterprise,co0016,8321802.741,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1069559,Contract_Awards_PDFs/Tender_1069559.pdf,supplier,yes,8,8,7,1,0,1,6,M/S. A. R. Enterprise,co0016,19993058.325,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1069560,Contract_Awards_PDFs/Tender_1069560.pdf,supplier,yes,7,6,6,1,1,0,5,M/S Udayan Builders,co0023,26892135.198,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1069561,Contract_Awards_PDFs/Tender_1069561.pdf,supplier,yes,6,3,3,1,3,0,2,AK- Amin Development Co. Limited,co0049,35630010.783,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1069562,Contract_Awards_PDFs/Tender_1069562.pdf,supplier,yes,3,3,3,1,0,0,2,"M/s. SS & MT (JV) ( JVCA Partners [Business Share]: Monir Engineering And Construction Ltd. [49.000%] , M/S. Sharif & Sons [51.000%] )",co0050,42619653.995,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1069564,Contract_Awards_PDFs/Tender_1069564.pdf,supplier,yes,7,4,4,1,3,0,3,"SSL- CONVOY JV ( JVCA Partners [Business Share]: CONVOY SERVICE [49.000%] , Starlite Services Limited [51.000%] )",co0051,77163422.058,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1071058,Contract_Awards_PDFs/Tender_1071058.pdf,supplier,yes,5,5,5,1,0,0,4,HAIDER & CO.,co0013,22604728.131,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1072723,Contract_Awards_PDFs/Tender_1072723.pdf,supplier,yes,3,3,3,1,0,0,2,Intimacy Computer & Solutions,co0052,2323957.303,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1074002,Contract_Awards_PDFs/Tender_1074002.pdf,supplier,yes,14,13,11,1,1,2,10,M/S Sunny Construction,co0053,14195340,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1074661,Contract_Awards_PDFs/Tender_1074661.pdf,supplier,yes,3,3,2,1,0,1,1,NATIONAL DEVELOPMENT ENGINEERS LTD.,co0054,2689391.7,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1076521,Contract_Awards_PDFs/Tender_1076521.pdf,supplier,yes,2,2,1,1,0,1,0,Rangs Limited,co0055,4495000.002,no,yes,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1077063,Contract_Awards_PDFs/Tender_1077063.pdf,supplier,yes,5,5,1,1,0,4,0,Otobi Limited,co0056,1370110.118,no,yes,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1081213,Contract_Awards_PDFs/Tender_1081213.pdf,supplier,yes,10,9,7,1,1,2,6,Momotaj Engineers Ltd.,co0003,38383526.286,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1081271,Contract_Awards_PDFs/Tender_1081271.pdf,supplier,yes,3,3,1,1,0,2,0,PROPERTY DEVELOPMENT LIMITED,co0010,4320000.288,no,yes,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1082494,Contract_Awards_PDFs/Tender_1082494.pdf,supplier,yes,12,8,3,1,4,5,2,Starlite Services Limited,co0019,64772047.737,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1082495,Contract_Awards_PDFs/Tender_1082495.pdf,supplier,yes,12,12,6,1,0,6,5,Aliza Enterprise,co0005,3531092.112,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1082496,Contract_Awards_PDFs/Tender_1082496.pdf,supplier,yes,13,13,9,1,0,4,8,M/S. A. R. Enterprise,co0016,14961357.135,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1082525,Contract_Awards_PDFs/Tender_1082525.pdf,supplier,yes,8,8,4,1,0,4,3,M/S. Niaz Traders,co0001,77992693.722,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1082896,Contract_Awards_PDFs/Tender_1082896.pdf,supplier,yes,4,3,2,1,1,1,1,Concept Elevators & Engineering Ltd.,co0042,8725500.251,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1083479,Contract_Awards_PDFs/Tender_1083479.pdf,supplier,yes,2,2,1,1,0,1,0,DAFFODIL ELECTRIC COMPANY LIMITED,co0057,403200.072,no,yes,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1083760,Contract_Awards_PDFs/Tender_1083760.pdf,supplier,yes,8,8,6,1,0,2,5,Aliza Enterprise,co0005,10913500,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
108836,Contract_Awards_PDFs/Tender_108836.pdf,supplier,yes,2,2,2,1,0,0,1,TD Trading,co0058,35818234.168,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1094618,Contract_Awards_PDFs/Tender_1094618.pdf,supplier,yes,3,3,3,1,0,0,2,The United Construction Co.,co0059,54979773.626,no,no,yes,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1096839,Contract_Awards_PDFs/Tender_1096839.pdf,supplier,yes,11,8,7,1,3,1,6,Evergreen Printing press,co0060,5486186.5,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1096909,Contract_Awards_PDFs/Tender_1096909.pdf,supplier,yes,9,6,5,1,3,1,4,ENOVA COMMUNICATIONS,co0061,2249250,no,no,no,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
1097226,Contract_Awards_PDFs/Tender_1097226.pdf,economic-operator,no,,,,1,,,,Aliza Enterprise,co0005,2232503.691,,,,no,"the archive prints stage counts and the winner only; no bidder list, quoted price, evaluated amount, ranking or per-bidder rejection reason appears in any supplied document",
